user_id,ISBN,book_rating
276875,8804375299,0
276875,8804407808,6
276875,8804464895,7
276875,8804510579,0
276875,8804512652,0
276875,8806144146,0
276875,8806155873,0
276875,8807700735,0
276875,8807806746,0
276875,8807810751,7
276875,880781112X,6
276875,8807812495,0
276875,8807813157,0
276875,8807816059,0
276875,8817106100,6
276875,8817112917,8
276875,8817877028,0
276875,8820024381,0
276875,883041915X,0
276875,8831760122,0
276875,8833908488,4
276875,8838910987,8
276875,8842806978,0
276875,8845219747,0
276875,8845249689,0
276875,8846200624,8
276875,88741800047,8
276875,8876846565,7
276875,8877825200,2
276875,8879285513,6
276875,8879285645,6
276875,8879832905,0
276875,8881110288,0
276875,888634712X,0
276875,8887432252,8
276875,8888424121,8
276878,449210197,6
276879,8817151068,7
276884,151446474,0
276884,8433967606,0
276884,8496280012,7
276884,899792145,0
276884,B158991965,6
276887,64430227,5
276887,671723650,0
276887,812533550,9
276888,8806162160,6
276888,884590184X,0
276889,446613843,0
276890,140270272,0
276896,440241537,10
276904,99460343,0
276904,375901582,10
276904,439317746,5
276904,440228840,10
276904,440414121,10
276904,738205737,5
276904,1566911605,0
276905,60542845,8
276905,449148831,5
276905,1551666308,0
276911,8420430943,8
276911,8420636282,9
276911,8432205311,9
276912,000225669X,6
276912,99549611,6
276912,701162767,0
276912,1852422580,0
276915,042513976X,7
276916,441008291,8
276925,002542730X,10
276925,60520507,0
276925,60930934,0
276925,60951303,0
276925,140154078,6
276925,140327592,0
276925,140367616,0
276925,141181222,0
276925,151010633,0
276925,194216748,5
276925,240514866,0
276925,316666343,0
276925,345391810,0
276925,375400699,0
276925,385504209,8
276925,439284031,0
276925,451527747,0
276925,486282112,0
276925,613329740,0
276925,067172939X,0
276925,679745580,0
276925,804106304,0
276925,971880107,0
276925,1400001625,0
276925,1400002672,8
276925,1853262404,0
276925,2061007074,0
276925,2266095536,0
276925,2290309494,0
276925,2742739351,0
276925,3522149904,0
276925,3775713328,0
276925,8401009421,0
276925,8401327199,0
276925,8401462231,0
276925,840149236X,5
276925,8408011200,0
276925,8420427462,0
276925,8420432113,5
276925,8420444367,9
276925,8420789895,0
276925,8423325105,0
276925,8423951537,0
276925,8423970647,0
276925,8423976645,8
276925,8426109799,8
276925,8427007450,0
276925,8429714936,0
276925,8432227706,0
276925,8440627203,0
276925,8440696833,0
276925,8445071572,0
276925,8449416078,0
276925,8472453723,0
276925,8489163499,0
276925,8495501090,0
276925,8495501198,0
276925,950491036X,10
276925,9508521481,0
276925,9871138016,0
276927,460010239,0
276927,749336145,10
276927,1899344705,5
276928,439135494,0
276928,059030271X,5
276928,590453661,0
276928,590470108,7
276928,590483404,0
276928,671021354,10
276928,671026283,10
276928,671027506,10
276928,671727109,0
276929,60964049,0
276929,380807343,0
276929,439064864,0
276929,2.02.032126.2,0
276929,2.264.03602.8,0
276929,2020058863,0
276929,2020062399,0
276929,2020101653,10
276929,202011528X,5
276929,20202006935,8
276929,20203119888,8
276929,2020386666,0
276929,2020564777,6
276929,2020591944,0
276929,2070365832,0
276929,2070378411,0
276929,2070386023,5
276929,2070394956,5
276929,2070404587,10
276929,2070404706,8
276929,2070404722,0
276929,2070406962,0
276929,2070408450,0
276929,2070425770,0
276929,2070725804,0
276929,2080680692,0
276929,2226070109,0
276929,2226126570,0
276929,2226135022,0
276929,2253030570,8
276929,2253049417,0
276929,2253050407,0
276929,2253055972,0
276929,225307659X,0
276929,2253171670,8
276929,2253172367,8
276929,2264010991,5
276929,2264013257,0
276929,2264018194,3
276929,2264024674,5
276929,226402593X,3
276929,2264027568,5
276929,2264029463,0
276929,226403114,5
276929,2264031158,6
276929,2264033282,0
276929,226403601X,0
276929,2264036036,10
276929,2266040820,0
276929,2266047280,7
276929,226604960,8
276929,22660861003,6
276929,2266096451,0
276929,2266102028,0
276929,2266102621,10
276929,2266104535,2
276929,2266105698,8
276929,2266121367,0
276929,2277302228,0
276929,2290303488,0
276929,2290308285,0
276929,2290312924,0
276929,2290315524,0
276929,2290321559,0
276929,2702424131,8
276929,2742724028,5
276929,2742724613,6
276929,2742729038,0
276929,2743602295,5
276929,2841469824,0
276929,2842611462,3
276929,2868696627,0
276929,2869304129,7
276929,2869304560,5
276929,2869304870,0
276929,2869305583,6
276929,2895400644,0
276929,2907572121,0
276929,290757213X,0
276934,1566190096,10
276936,749317256,0
276936,3453150538,0
276936,3492224628,0
276936,3492224768,6
276936,3596122279,5
276936,3596147700,3
276939,60011939,0
276939,99283697,0
276939,140187758,0
276939,316154601,0
276939,059035342X,0
276939,713628944,6
276939,752844040,0
276939,971880107,0
276939,1853260665,7
276939,2070414256,7
276939,2070419657,7
276939,2253063339,9
276939,2253137243,9
276939,2253144452,9
276939,2253152072,9
276939,2264027134,0
276939,226612269X,9
276939,2290318329,0
276939,2702400612,7
276939,2702401694,9
276939,2878580753,10
276939,8408040383,0
276939,8423310353,8
276939,844140321X,0
276939,8484601072,0
276943,330373269,0
276946,8882461327,0
276949,349202436X,8
276950,8807813858,0
276953,140182551,8
276953,446310786,10
276953,886776783,7
276954,971880107,0
276954,3257008155,0
276954,329300301X,0
276954,3419528078,8
276954,3423118709,10
276954,3440054594,0
276954,3442723078,0
276954,3453034120,10
276954,3480204015,0
276954,3492238882,0
276954,3499121808,0
276954,3499153629,0
276954,3502513333,0
276954,3502517371,0
276954,3502551685,0
276954,3596119502,0
276954,3596221234,0
276954,3596850185,0
276954,3772402542,0
276954,3772420176,7
276954,3794170180,0
276954,3806852456,8
276954,3808572612,0
276954,3821812028,0
276954,3922708072,0
276954,7321578936,0
276957,312966970,6
276959,680ISBN359623,6
276963,340818182,0
276964,61096261,0
276964,312169817,6
276964,312864590,0
276964,345348664,0
276964,345348672,10
276964,345354621,10
276964,345385764,0
276964,345435036,10
276964,385264356,10
276964,425104273,9
276964,425172546,0
276964,440218667,5
276964,440220602,9
276964,446522856,0
276964,451180054,0
276964,451198514,0
276964,515131520,6
276964,517093715,0
276964,553266306,0
276964,684867621,8
276964,765342987,0
276964,812550153,5
276964,812550307,10
276964,843949163,8
276964,886773741,7
276964,886774802,8
276964,886774829,8
276964,886775426,9
276964,886775957,10
276964,886777178,7
276964,1572971835,0
276965,9722900684,9
276975,3499221489,0
276981,2422614189,0
276984,345425596,0
276984,590259970,9
276984,590260251,9
276984,590417827,0
276984,590426702,10
276984,590436422,9
276984,590436449,9
276984,590436457,0
276984,590436465,9
276984,590436481,9
276984,059043649X,9
276984,590436503,0
276984,590442589,10
276984,590442988,0
276984,590442996,10
276984,590448234,9
276984,590448595,9
276984,590456458,0
276984,590456504,9
276984,590470485,9
276984,590483056,0
276986,60930187,10
276986,375760911,10
276986,689817851,10
276986,874869870,10
276988,61081450,7
276988,61083259,7
276988,61087017,7
276988,61094404,8
276988,312925689,0
276988,440295653,0
276988,671793489,8
276988,684845768,0
276988,701169176,0
276989,312244266,0
276990,880701601X,7
276990,8817134899,9
276992,99268345,7
276994,3100970616,10
276994,3257062354,8
276994,3257228317,0
276994,3423128879,4
276994,3423202327,6
276994,342677609X,5
276994,3442054753,0
276994,3442727073,9
276994,3453132041,4
276994,3478387507,2
276994,3492045170,7
276994,3492230814,6
276994,3499101505,0
276994,3545202461,9
276994,3548359698,6
276994,3550075359,6
276994,3596154766,2
276994,3596214629,8
276997,671011367,0
276998,618045996,8
276998,3822858617,7
277002,864425589,6
277007,8817860751,7
277009,452282101,9
277010,671025368,0
277010,3257060580,10
277012,553581112,9
277012,805047379,5
277012,892964456,10
277018,373250223,7
277018,451097009,7
277018,451179994,8
277019,9681500830,0
277022,8432087653,0
277023,553140779,6
277028,425182150,10
277031,1883473004,8
277032,61007129,8
277035,61000027,0
277036,812511816,9
277036,833531654,0
277036,880381736,9
277036,880381744,10
277040,722536283,0
277042,60505885,0
277042,61097101,0
277042,299164942,0
277042,312283709,8
277042,312983271,0
277042,380731851,0
277042,446605484,7
277042,446611212,8
277042,451188454,0
277042,451207955,7
277042,609804138,9
277042,671003755,0
277042,067104754X,0
277042,743407067,0
277042,074343627X,8
277042,786013230,0
277042,812509560,0
277042,971880107,2
277048,3426615355,7
277048,3442435838,0
277048,3442455707,0
277051,75536498,8
277051,99287692,6
277051,99845008,5
277051,330262130,10
277051,385720920,10
277051,393319296,0
277051,553262505,7
277051,6514251,0
277051,805062971,0
277051,3257228007,0
277051,3442430496,9
277051,3442446325,8
277051,3453171500,7
277051,3464371506,3
277052,9513098648,8
277053,590108395,6
277056,3442451353,7
277058,8425330866,5
277058,8481301213,6
277064,460905589,0
277065,816704627,4
277072,1573229571,9
277073,60595183,0
277074,9782922145441,5
277075,2830207904,0
277079,3499263998,4
277085,434009407,8
277085,1841193887,8
277087,375700668,0
277087,457871971,8
277087,840149768X,10
277087,8401499917,5
277087,8402007287,0
277087,8420600369,7
277087,8420603066,9
277087,8423918335,6
277087,8426105084,9
277087,8426429807,10
277087,843223138X,8
277087,8437608570,6
277087,8440630921,9
277087,8440630922,9
277087,8470394126,5
277087,8471662531,7
277087,8472230082,5
277087,8474541913,8
277087,8478091351,10
277090,3426193310,5
277094,64404773,10
277096,64407667,7
277102,552545228,0
277107,006054094X,8
277107,375706038,10
277107,081297106X,10
277107,843951826,5
277107,1400032628,8
277107,1585861553,4
277109,66210151,0
277109,385334141,5
277109,425191184,5
277109,671027343,0
277109,751503894,5
277109,3714500799,0
277114,385503822,0
277116,3548208975,8
277123,399138684,0
277124,425189864,9
277124,440236053,9
277124,440241073,9
277124,553586122,5
277128,99935708,6
277128,140118608,8
277128,552998249,0
277129,3518408127,7
277134,1586609726,6
277135,865472807,8
277139,312960344,8
277139,055358068X,0
277139,792270142,0
277142,688174590,0
277143,61097101,0
277143,031286504X,10
277143,345342968,9
277143,345446860,0
277143,375756981,0
277143,553382411,0
277143,671027662,0
277143,767903382,8
277149,3785527195,0
277155,1558744592,0
277157,60002484,0
277157,60094117,0
277157,312253397,0
277157,312331754,7
277157,312874243,0
277157,312979517,5
277157,316152196,0
277157,316154059,5
277157,316287555,0
277157,034541389X,0
277157,345450175,6
277157,345452550,7
277157,375727981,5
277157,380731851,0
277157,380975017,0
277157,385305389,4
277157,393045390,0
277157,394543289,5
277157,399135804,7
277157,399138188,0
277157,399141340,8
277157,399146466,6
277157,399146504,7
277157,399146687,7
277157,399147101,7
277157,399147144,0
277157,399147322,0
277157,399147624,5
277157,399148337,6
277157,399148450,0
277157,399148639,6
277157,399148728,8
277157,399149783,0
277157,399150811,5
277157,399150870,0
277157,399151451,7
277157,399151478,0
277157,039915177X,7
277157,399151885,0
277157,425183181,5
277157,440111323,0
277157,440122147,0
277157,440221463,0
277157,441005470,0
277157,446519480,0
277157,449221512,0
277157,055358295X,0
277157,670894184,0
277157,671024094,7
277157,679450408,6
277157,684801663,6
277157,684846608,5
277157,684871726,0
277157,743201604,0
277157,074320607X,7
277157,743407377,6
277157,743486226,7
277157,804109990,6
277157,812571118,5
277157,971880107,0
277159,969691319,10
277165,8475251471,7
277168,380724987,0
277168,380726246,0
277168,380816059,0
277168,399139419,0
277168,425175405,0
277168,425182932,0
277168,440225701,0
277168,446602485,0
277168,446603406,0
277168,451091949,0
277168,553095439,0
277168,553227041,0
277168,553263226,0
277168,553295098,0
277168,553564994,0
277168,067102423X,0
277168,671032658,4
277168,671653849,0
277168,722509049,0
277168,812500067,0
277168,812516001,0
277168,812568710,5
277168,843921609,6
277168,890875588,0
277168,1557730091,0
277168,1558172882,0
277170,425178102,0
277170,446609404,0
277170,446610038,0
277170,451178017,0
277170,553211056,9
277170,553285920,9
277170,871312549,0
277171,20259700,7
277171,345404114,0
277171,375724400,0
277171,385422598,9
277171,385479565,0
277171,425156028,0
277171,446362220,0
277171,449130282,0
277171,449213013,0
277171,449213730,8
277171,449224449,8
277171,451173139,7
277171,486282406,10
277171,553299506,0
277171,553575937,0
277171,553580930,9
277171,679737456,0
277171,804102511,9
277171,080410946X,8
277171,804114986,0
277171,881503274,0
277176,8481302201,0
277179,440414806,10
277179,679767800,7
277180,60527161,0
277180,140244328,0
277183,451198948,0
277186,6514219,0
277186,6542379,0
277186,6543545,7
277186,6550983,0
277186,141011947,6
277186,340734043,8
277186,340770015,5
277186,349105227,7
277186,571152236,4
277186,571176151,0
277187,60390174,0
277187,60976683,0
277187,61043567,0
277187,006250794X,0
277187,312977263,0
277187,375708413,0
277187,038081093X,0
277187,038528859X,0
277187,399141650,0
277187,425144690,0
277187,425147762,0
277187,440224705,0
277187,446310735,0
277187,452269865,0
277187,515115649,0
277187,515129941,0
277187,553249657,0
277187,553281089,0
277187,671042858,0
277187,671782908,0
277187,679425233,0
277187,679433090,0
277187,679745203,9
277187,679767851,0
277187,743223543,0
277187,786701420,0
277187,804106126,0
277187,080505622X,0
277187,887307302,0
277187,1564141330,0
277187,1578630037,0
277187,1880323818,0
277187,1929590059,0
277187,345251547,0
277187,449003800,0
277187,44901766125,0
277187,671781383,0
277188,140254188,8
277188,385510500,0
277188,525945636,4
277188,743422732,0
277188,789401487,0
277189,074341232X,8
277195,20847459,0
277195,60196076,0
277195,60391626,10
277195,60502258,0
277195,60908548,0
277195,60911271,0
277195,60914548,0
277195,60960930,0
277195,60987561,0
277195,62500279,0
277195,62500295,0
277195,006251170X,0
277195,015644450X,0
277195,156799804,0
277195,031214816X,0
277195,312204809,0
277195,031284879X,0
277195,316666343,0
277195,316734837,0
277195,330332775,10
277195,345353404,0
277195,345384202,0
277195,345413881,0
277195,345459407,0
277195,375406328,0
277195,375724672,0
277195,037582233X,0
277195,385149514,0
277195,385423446,0
277195,385475721,0
277195,385483503,0
277195,385729332,0
277195,394569652,0
277195,394726413,0
277195,394757572,0
277195,399142789,0
277195,042511774X,0
277195,440174953,9
277195,440214424,0
277195,440236673,0
277195,446604801,0
277195,446605484,0
277195,446606189,0
277195,446606383,0
277195,446609323,0
277195,449134482,0
277195,449223345,0
277195,451195825,0
277195,051730984X,0
277195,553251996,0
277195,055326611X,10
277195,553268880,0
277195,553273604,0
277195,553347756,10
277195,553379615,10
277195,553572997,0
277195,618093974,0
277195,670869902,10
277195,671010115,0
277195,671021001,10
277195,671256181,0
277195,671510053,0
277195,671647458,10
277195,679435506,0
277195,679455876,0
277195,679459618,0
277195,679723285,0
277195,679741666,0
277195,679745203,0
277195,679746048,0
277195,684804018,0
277195,684807548,0
277195,684841347,0
277195,684859769,0
277195,723216428,0
277195,743458036,0
277195,786862297,0
277195,802115160,0
277195,804107149,0
277195,080410946X,0
277195,811801802,0
277195,811826880,0
277195,831771690,0
277195,852072864,0
277195,871313073,0
277195,088011861X,0
277195,916318405,0
277195,939149311,0
277195,1401300448,0
277195,1558743669,0
277195,1571740562,0
277195,1573220779,0
277195,1573221856,10
277195,1577311507,0
277195,158243011X,0
277195,1882897579,0
277195,468109753,0
277195,684144433,0
277195,911824529,0
277196,345397606,0
277196,425034682,0
277196,425184463,0
277196,441694004,0
277196,44920597545,0
277196,449209733,10
277196,44923894625,0
277196,553271644,7
277196,670820555,0
277196,671446703,0
277196,671749013,0
277196,688171923,0
277196,743205812,0
277196,812521129,0
277196,828002118,0
277196,812551788,0
277197,316969680,8
277197,375703861,7
277197,440225442,8
277197,553271571,0
277197,743206045,0
277197,743229878,6
277203,030700645X,8
277203,307127923,8
277203,307302016,8
277203,307302636,8
277203,307987655,8
277203,316563242,8
277203,380600129,0
277203,380702843,0
277203,380710404,0
277203,039480001X,9
277203,394800028,9
277203,394800184,9
277203,039480029X,8
277203,039480967X,8
277203,394925696,8
277203,439083702,8
277203,439213592,8
277203,439242363,6
277203,439449316,9
277203,590386522,8
277203,590402218,9
277203,590404342,8
277203,590442619,9
277203,590442791,9
277203,590442805,9
277203,590442899,9
277203,059044297X,9
277203,059046602X,8
277203,590466577,7
277203,059053744X,0
277203,590629719,10
277203,590921622,9
277203,590965492,8
277203,689845405,7
277203,689847564,8
277203,717283194,8
277203,717283208,8
277203,717283275,8
277203,717283364,8
277203,717283372,8
277203,717284832,8
277203,717284972,8
277203,717287017,8
277203,717287106,8
277203,721452728,7
277203,736401113,8
277203,761406158,8
277203,769600239,7
277203,785316477,7
277203,785316493,7
277203,785316531,7
277203,087701759X,10
277203,882712926,0
277203,895777010,7
277203,1561452718,9
277203,1562826468,9
277203,2764104936,9
277205,671664964,7
277209,5531774,0
277212,044023722X,8
277220,671015648,7
277221,749397365,9
277228,61044636,6
277228,385239165,0
277228,884946169,0
277228,884948706,8
277229,312282990,7
277230,60613998,6
277230,037541309X,7
277230,826308791,5
277231,014023313X,0
277231,722539924,7
277232,970961502,10
277235,014029628X,6
277235,375703861,10
277235,425188175,7
277237,038550926X,7
277240,440772109,3
277242,812514440,5
277243,449005909,8
277244,345443284,0
277244,395742803,0
277244,425128164,0
277244,055347782X,8
277244,670401765,0
277244,670637823,10
277244,67166736,0
277244,1585671312,8
277245,316601950,0
277246,452282152,10
277249,11238356,0
277249,8804483156,5
277249,8846200209,0
277253,380807343,9
277256,397314728,9
277257,345422384,8
277261,440241073,7
277262,395760704,5
277265,615116426,10
277267,8804348712,0
277268,3828400647,0
277269,1555037763,6
277271,618134298,8
277272,60591706,0
277272,375708049,7
277272,552998486,0
277272,9586391688,0
277272,9722000322,8
277272,9722100718,0
277272,972211493X,0
277272,9722320742,5
277272,9722326414,7
277272,972232957,8
277272,972232957X,8
277272,9722509713,0
277272,9722906259,5
277272,9722906283,7
277272,9724608152,0
277272,9725752228,5
277272,9726101794,4
277272,9726106141,5
277272,9726621666,0
277272,9726627532,0
277274,1887128441,8
277281,62501860,9
277284,553581929,7
277285,806523794,9
277288,425154092,0
277291,671738232,10
277292,1551668726,8
277293,380721643,4
277305,O6712345670,7
277314,446360716,6
277315,60173289,8
277315,60976845,5
277317,1561840564,9
277330,441478123,0
277334,6530400,6
277334,9041710191,0
277338,3442029724,0
277338,3746614007,0
277339,44901668125,7
277340,385482051,0
277340,385494084,0
277340,767902076,0
277341,084230052X,9
277343,3257204817,8
277348,446363073,7
277351,3518119249,0
277351,35181333217,0
277351,3596200547,5
277351,3716020028,5
277351,3717581546,7
277351,3803120624,6
277353,739417096,8
277358,679781587,10
277359,71009505506,8
277359,1591820537,4
277359,1931514615,0
277363,60393823,1
277363,156027321,8
277363,312187335,0
277363,929264215,5
277364,61011509,5
277364,553576801,5
277367,312276885,10
277369,8806164104,3
277371,7137699,6
277374,671521705,7
277375,3548603203,0
277378,6485294,0
277378,60164662,0
277378,134342283,0
277378,138030405,0
277378,013838939X,0
277378,140003185,0
277378,140008217,0
277378,140017852,0
277378,140058605,6
277378,140089128,0
277378,140096825,0
277378,140253874,0
277378,140302980,0
277378,141002492,0
277378,141302933,0
277378,192827588,8
277378,312195516,7
277378,345315642,0
277378,380490986,0
277378,380731851,0
277378,385474016,0
277378,425176673,0
277378,435270613,0
277378,446322180,0
277378,446608955,4
277378,451137965,0
277378,553213296,0
277378,553262807,0
277378,553279378,0
277378,553371835,0
277378,586056572,0
277378,670892963,7
277378,670894494,0
277378,671028375,0
277378,671646575,6
277378,671683993,0
277378,679741879,0
277378,684872153,0
277378,684872730,0
277378,689817851,0
277378,712624090,0
277378,713911131,0
277378,749305401,0
277378,767906373,0
277378,770418686,0
277378,770420451,0
277378,770502466,0
277378,786881348,0
277378,804103658,0
277378,804109729,0
277378,804114986,5
277378,812507452,4
277378,812515560,5
277378,812515595,4
277378,812590554,0
277378,938261088,0
277378,941483711,0
277378,971880107,0
277378,1550137387,0
277378,1550170791,0
277379,3453156366,6
277379,3499223066,0
277380,1558509828,5
277384,957868251,8
277388,342670272X,0
277389,2253141860,4
277392,859009751X,7
277397,399140751,8
277399,254794,9
277400,87812797,8
277400,88043077730,0
277400,8804479272,0
277400,887983830,7
277400,8880891766,0
277400,8880894536,6
277400,8880897470,4
277402,051511605X,6
277405,590477404,0
277408,312253435,0
277411,044023722X,0
277413,316666343,0
277413,345416422,0
277424,60170166,8
277425,552996459,0
277427,002542730X,10
277427,26217457,0
277427,003008685X,8
277427,30615321,0
277427,60002050,0
277427,60006641,10
277427,60159685,0
277427,60177721,0
277427,60192704,0
277427,60542128,7
277427,60913509,0
277427,60929197,0
277427,006092988X,0
277427,60930535,0
277427,60932139,0
277427,60934417,0
277427,60951605,0
277427,61004251,0
277427,61009059,9
277427,61030430,0
277427,62505319,0
277427,62507109,8
277427,62735098,0
277427,64400859,0
277427,006440188X,0
277427,64636143,0
277427,99288850,0
277427,132220598,8
277427,140067477,0
277427,140067841,0
277427,140086838,0
277427,140185151,0
277427,140283374,6
277427,014029628X,0
277427,014039026X,8
277427,140390715,7
277427,140621792,0
277427,014100018X,0
277427,141439742,8
277427,142001740,0
277427,015200405X,0
277427,152050167,10
277427,156000024,0
277427,195009428,0
277427,195283554,0
277427,201000822,10
277427,310205719,0
277427,310221498,0
277427,310268001,0
277427,310396514,0
277427,310435706,10
277427,310803063,0
277427,312302487,0
277427,312944691,8
277427,312950934,0
277427,312961006,0
277427,312965966,0
277427,312966091,0
277427,031298328X,0
277427,316037451,0
277427,316096199,0
277427,316168688,0
277427,316284955,0
277427,316569321,0
277427,316602051,0
277427,316666343,0
277427,316776963,8
277427,316777730,0
